xx yy kga030.w10	xx yy kga030.w11	xx yy kga030.w12	xx yy kga030.w13	xx yy kga030.w14	xx yy kga030.w15	xx yy kga030.w16	xx yy kga030.w17	xx yy kga030.w18	xx yy kga030.w19
25 35 +1.000e-18	32 34 +1.000e-18	28 43 +1.100e-18	34 31 +1.000e-18	32 42 +1.100e-18	25 33 +1.000e-18	38 34 +1.000e-18	26 42 +1.100e-18	26 34 +1.000e-18	35 31 +1.000e-18
26 35 +1.000e-18	37 34 +1.000e-18	29 43 +1.100e-18	35 31 +1.000e-18	31 42 +1.100e-18	26 33 +1.000e-18	24 35 +1.000e-18	30 43 +7.880e-05	31 34 +1.000e-18	26 32 +1.000e-18
27 35 +1.000e-18	38 34 +1.000e-18	30 43 +1.100e-18	26 32 +1.000e-18	29 42 +6.760e-04	27 33 +1.000e-18	33 35 +1.000e-18	34 43 +1.100e-18	36 34 +1.000e-18	36 32 +1.000e-18
28 35 +1.000e-18	24 35 +1.000e-18	31 43 +1.100e-18	27 32 +1.000e-18	28 42 +1.100e-18	28 33 +1.000e-18	34 35 +1.000e-18	31 30 +1.000e-18	38 34 +1.000e-18	25 33 +1.000e-18
38 35 +1.000e-18	25 35 +1.000e-18	32 43 +9.260e-03	32 32 +1.000e-18	27 42 +1.100e-18	37 33 +1.000e-18	36 35 +1.000e-18	32 30 +1.000e-18	24 35 +1.000e-18	32 33 +1.000e-18
24 36 +1.000e-18	26 35 +1.000e-18	33 43 +1.100e-18	34 32 +1.000e-18	26 42 +8.920e-04	25 34 +1.000e-18	38 35 +1.000e-18	29 31 +1.000e-18	31 35 +1.000e-18	37 33 +1.000e-18
28 36 +1.000e-18	28 35 +1.000e-18	31 30 +1.000e-18	36 32 +1.000e-18	29 43 +2.018e-02	26 34 +1.000e-18	24 36 +1.000e-18	30 31 +1.000e-18	33 35 +1.000e-18	28 34 +1.000e-18
31 36 +1.000e-18	34 35 +1.000e-18	32 30 +1.000e-18	28 33 +1.000e-18	30 43 +7.264e-03	27 34 +1.000e-18	29 36 +1.000e-18	32 31 +1.000e-18	36 35 +1.000e-18	35 34 +1.000e-18
32 36 +1.000e-18	37 35 +1.000e-18	28 31 +1.000e-18	37 33 +1.000e-18	32 43 +1.100e-18	38 34 +1.000e-18	31 36 +1.000e-18	35 31 +1.000e-18	38 35 +1.000e-18	37 34 +1.000e-18
35 36 +1.000e-18	38 35 +1.000e-18	29 31 +1.000e-18	25 34 +1.000e-18	34 43 +1.100e-18	24 35 +1.000e-18	32 36 +1.000e-18	27 32 +1.000e-18	24 36 +1.000e-18	38 34 +1.000e-18
38 36 +1.000e-18	28 36 +1.000e-18	31 31 +1.000e-18	26 34 +1.000e-18	31 30 +1.000e-18	25 35 +1.000e-18	36 36 +1.000e-18	36 32 +1.000e-18	29 36 +1.000e-18	24 35 +1.000e-18
27 37 +1.000e-18	31 36 +1.000e-18	33 31 +1.000e-18	38 34 +1.000e-18	32 30 +1.000e-18	34 35 +1.000e-18	38 36 +1.000e-18	25 33 +1.000e-18	30 36 +1.000e-18	29 35 +1.000e-18
28 37 +1.000e-18	32 36 +1.000e-18	34 31 +1.000e-18	24 35 +1.000e-18	28 31 +1.000e-18	36 35 +1.000e-18	24 37 +1.000e-18	27 33 +1.000e-18	35 36 +1.000e-18	31 35 +1.000e-18
31 37 +1.000e-18	33 36 +1.000e-18	35 31 +1.000e-18	25 35 +1.000e-18	29 31 +1.000e-18	38 35 +1.000e-18	27 37 +1.000e-18	31 33 +1.000e-18	36 36 +1.000e-18	32 35 +1.000e-18
36 37 +1.000e-18	37 36 +1.000e-18	26 32 +1.000e-18	26 35 +1.000e-18	32 31 +1.000e-18	24 36 +1.000e-18	28 37 +1.000e-18	37 33 +1.000e-18	37 36 +1.000e-18	36 35 +1.000e-18
38 37 +1.000e-18	38 36 +1.000e-18	27 32 +1.000e-18	29 35 +1.000e-18	33 31 +1.000e-18	25 36 +1.000e-18	31 37 +1.000e-18	28 34 +1.000e-18	38 36 +1.000e-18	37 35 +1.000e-18
39 37 +1.000e-18	35 37 +1.000e-18	34 32 +1.000e-18	36 35 +1.000e-18	35 31 +1.000e-18	34 36 +1.000e-18	32 37 +1.000e-18	29 34 +1.000e-18	24 37 +1.000e-18	38 35 +1.000e-18
31 38 +1.000e-18	36 37 +1.000e-18	36 32 +1.000e-18	38 35 +1.000e-18	26 32 +1.000e-18	38 36 +1.000e-18	33 37 +1.000e-18	38 34 +1.000e-18	25 37 +1.000e-18	24 36 +1.000e-18
33 38 +1.000e-18	38 37 +1.000e-18	26 33 +1.000e-18	24 36 +1.000e-18	30 32 +1.000e-18	24 37 +1.000e-18	34 37 +1.000e-18	24 35 +1.000e-18	28 37 +1.000e-18	31 36 +1.000e-18
35 38 +1.000e-18	39 37 +1.000e-18	29 33 +1.000e-18	26 36 +1.000e-18	36 32 +1.000e-18	25 37 +1.000e-18	37 37 +1.000e-18	26 35 +1.000e-18	29 37 +1.000e-18	38 36 +1.000e-18
37 38 +1.000e-18	24 38 +1.000e-18	37 33 +1.000e-18	31 36 +1.000e-18	27 33 +1.000e-18	27 37 +1.000e-18	38 37 +1.000e-18	27 35 +1.000e-18	30 37 +1.000e-18	24 37 +1.000e-18
25 39 +1.000e-18	31 38 +1.000e-18	25 34 +1.000e-18	24 37 +1.000e-18	28 33 +1.000e-18	30 37 +1.000e-18	39 37 +1.000e-18	38 35 +1.000e-18	32 37 +1.000e-18	25 37 +1.000e-18
28 39 +1.000e-18	32 38 +1.000e-18	27 34 +1.000e-18	25 37 +1.000e-18	30 33 +1.000e-18	33 37 +1.000e-18	24 38 +1.000e-18	35 36 +1.000e-18	33 37 +1.000e-18	39 37 +1.000e-18
31 39 +1.000e-18	34 38 +1.000e-18	29 34 +1.000e-18	30 37 +1.000e-18	33 33 +1.000e-18	34 37 +1.000e-18	25 38 +1.000e-18	38 36 +1.000e-18	38 37 +1.000e-18	24 38 +1.000e-18
32 39 +1.000e-18	35 38 +1.000e-18	32 34 +1.000e-18	35 37 +1.000e-18	37 33 +1.000e-18	39 37 +1.000e-18	27 38 +1.000e-18	24 37 +1.000e-18	39 37 +1.000e-18	25 38 +1.000e-18
33 39 +1.000e-18	36 38 +1.000e-18	34 34 +1.000e-18	39 37 +1.000e-18	30 34 +1.000e-18	24 38 +1.000e-18	30 38 +1.000e-18	33 37 +1.000e-18	24 38 +1.000e-18	26 38 +1.000e-18
35 39 +1.000e-18	37 38 +1.000e-18	38 34 +1.000e-18	24 38 +1.000e-18	38 34 +1.000e-18	27 38 +1.000e-18	31 38 +1.000e-18	35 37 +1.000e-18	25 38 +1.000e-18	29 38 +1.000e-18
38 39 +1.000e-18	38 38 +1.000e-18	24 35 +1.000e-18	30 38 +1.000e-18	36 35 +1.000e-18	30 38 +1.000e-18	34 38 +1.000e-18	36 37 +1.000e-18	26 38 +1.000e-18	34 38 +1.000e-18
29 40 +1.000e-18	25 39 +1.000e-18	25 35 +1.000e-18	24 39 +1.000e-18	38 35 +1.000e-18	31 38 +1.000e-18	38 38 +1.000e-18	38 37 +1.000e-18	27 38 +1.000e-18	24 39 +1.000e-18
34 40 +1.000e-18	28 39 +1.000e-18	26 35 +1.000e-18	25 39 +1.000e-18	24 36 +1.000e-18	34 38 +1.000e-18	24 39 +1.000e-18	39 37 +1.000e-18	28 38 +1.000e-18	26 39 +1.000e-18
35 40 +1.000e-18	31 39 +1.000e-18	27 35 +1.000e-18	28 39 +1.000e-18	26 36 +1.000e-18	38 38 +1.000e-18	25 39 +1.000e-18	24 38 +1.000e-18	29 38 +1.000e-18	27 39 +1.000e-18
36 40 +1.000e-18	36 39 +1.000e-18	28 35 +1.000e-18	31 39 +1.000e-18	24 37 +1.000e-18	24 39 +1.000e-18	27 39 +1.000e-18	35 38 +1.000e-18	35 38 +1.000e-18	37 39 +1.000e-18
37 40 +1.000e-18	37 39 +1.000e-18	38 35 +1.000e-18	32 39 +1.000e-18	28 37 +1.000e-18	25 39 +1.000e-18	28 39 +1.000e-18	36 38 +1.000e-18	36 38 +1.000e-18	38 39 +1.000e-18
38 40 +1.000e-18	38 39 +1.000e-18	24 36 +1.000e-18	36 39 +1.000e-18	30 37 +1.000e-18	32 39 +1.000e-18	32 39 +1.000e-18	37 38 +1.000e-18	37 38 +1.000e-18	25 40 +1.000e-18
25 41 +1.000e-18	25 40 +1.000e-18	25 36 +1.000e-18	37 39 +1.000e-18	38 37 +1.000e-18	35 39 +1.000e-18	38 39 +1.000e-18	38 38 +1.000e-18	38 38 +1.000e-18	28 40 +1.000e-18
28 41 +1.000e-18	26 40 +1.000e-18	26 36 +1.000e-18	38 39 +1.000e-18	39 37 +1.000e-18	36 39 +1.000e-18	28 40 +1.000e-18	32 39 +1.000e-18	24 39 +1.000e-18	29 40 +1.000e-18
29 41 +1.000e-18	29 40 +1.000e-18	38 36 +1.000e-18	36 40 +1.000e-18	33 38 +1.000e-18	38 39 +1.000e-18	31 40 +1.000e-18	35 39 +1.000e-18	26 39 +1.000e-18	30 40 +1.000e-18
31 41 +1.000e-18	32 40 +1.000e-18	24 37 +1.000e-18	37 40 +1.000e-18	36 38 +1.000e-18	25 40 +1.000e-18	34 40 +1.000e-18	36 39 +1.000e-18	29 39 +1.000e-18	34 40 +1.000e-18
34 41 +1.000e-18	34 40 +1.000e-18	28 37 +1.000e-18	38 40 +1.000e-18	38 38 +1.000e-18	28 40 +1.000e-18	35 40 +1.000e-18	38 39 +1.000e-18	38 39 +1.000e-18	38 40 +1.000e-18
35 41 +1.000e-18	37 40 +1.000e-18	38 37 +1.000e-18	27 41 +1.000e-18	37 39 +1.000e-18	32 40 +1.000e-18	37 40 +1.000e-18	25 40 +1.000e-18	25 40 +1.000e-18	25 41 +1.000e-18
37 41 +1.000e-18	38 40 +1.000e-18	39 37 +1.000e-18	29 41 +1.000e-18	38 39 +1.000e-18	35 40 +1.000e-18	38 40 +1.000e-18	28 40 +1.000e-18	33 40 +1.000e-18	27 41 +1.000e-18
27 42 +1.000e-18	25 41 +1.000e-18	24 38 +1.000e-18	34 41 +1.000e-18	25 40 +1.000e-18	38 40 +1.000e-18	25 41 +1.000e-18	37 40 +1.000e-18	38 40 +1.000e-18	29 41 +1.000e-18
28 42 +1.000e-18	26 41 +1.000e-18	25 38 +1.000e-18	35 41 +1.000e-18	29 40 +1.000e-18	25 41 +1.000e-18	28 41 +1.000e-18	38 40 +1.000e-18	25 41 +1.000e-18	30 41 +1.000e-18
29 42 +1.000e-18	28 41 +1.000e-18	38 38 +1.000e-18	36 41 +1.000e-18	34 40 +1.000e-18	26 41 +1.000e-18	29 41 +1.000e-18	25 41 +1.000e-18	27 41 +1.000e-18	33 41 +1.000e-18
30 42 +1.000e-18	29 41 +1.000e-18	27 39 +1.000e-18	37 41 +1.000e-18	38 40 +1.000e-18	33 41 +1.000e-18	32 41 +1.000e-18	31 41 +1.000e-18	33 41 +1.000e-18	37 41 +1.000e-18
31 42 +1.000e-18	32 41 +1.000e-18	33 39 +1.000e-18	31 42 +1.000e-18	25 41 +1.000e-18	34 41 +1.000e-18	36 41 +1.000e-18	36 41 +1.000e-18	34 41 +1.000e-18	26 42 +1.000e-18
34 42 +1.000e-18	34 41 +1.000e-18	38 39 +1.000e-18	32 42 +1.000e-18	26 41 +1.000e-18	37 41 +1.000e-18	37 41 +1.000e-18	37 41 +1.000e-18	37 41 +1.000e-18	30 42 +1.000e-18
35 42 +1.000e-18	37 41 +1.000e-18	27 40 +1.000e-18	33 42 +1.000e-18	29 41 +1.000e-18	26 42 +1.000e-18	26 42 +1.000e-18	27 42 +1.000e-18	26 42 +1.000e-18	35 42 +1.000e-18
36 42 +1.000e-18	26 42 +1.000e-18	30 40 +1.000e-18	34 42 +1.000e-18	30 41 +1.000e-18	30 42 +1.000e-18	27 42 +1.000e-18	29 42 +1.000e-18	29 42 +1.000e-18	36 42 +1.000e-18
28 43 +1.000e-18	27 42 +1.000e-18	38 40 +1.000e-18	35 42 +1.000e-18	34 41 +1.000e-18	36 42 +1.000e-18	29 42 +1.000e-18	30 42 +1.000e-18	30 42 +1.000e-18	28 43 +1.000e-18
29 43 +1.000e-18	30 42 +1.000e-18	34 41 +1.000e-18	36 42 +1.000e-18	37 41 +1.000e-18	28 43 +1.000e-18	35 42 +1.000e-18	36 42 +1.000e-18	32 42 +1.000e-18	29 43 +1.000e-18
30 43 +1.000e-18	32 42 +1.000e-18	37 41 +1.000e-18	28 43 +1.000e-18	30 42 +1.000e-18	30 43 +1.000e-18	36 42 +1.000e-18	28 43 +1.000e-18	36 42 +1.000e-18	30 43 +1.000e-18
31 43 +1.000e-18	36 42 +1.000e-18	26 42 +1.000e-18	30 43 +1.000e-18	36 42 +1.000e-18	31 43 +1.000e-18	28 43 +1.000e-18	29 43 +1.000e-18	28 43 +1.000e-18	31 43 +1.000e-18
32 43 +1.000e-18	28 43 +1.000e-18	27 42 +1.000e-18	31 43 +1.000e-18	28 43 +1.000e-18	32 43 +1.000e-18	29 43 +1.000e-18	31 43 +1.000e-18	31 43 +1.000e-18	32 43 +1.000e-18
33 43 +1.000e-18	29 43 +1.000e-18	36 42 +1.000e-18	32 43 +1.000e-18	31 43 +1.000e-18	33 43 +1.000e-18	31 43 +1.000e-18	32 43 +1.000e-18	32 43 +1.000e-18	33 43 +1.000e-18
34 43 +1.000e-18	32 43 +1.000e-18	34 43 +1.000e-18	34 43 +1.000e-18	33 43 +1.000e-18	34 43 +1.000e-18	33 43 +1.000e-18	33 43 +1.000e-18	34 43 +1.000e-18	34 43 +1.000e-18
35 43 +1.000e-18	35 43 +1.000e-18	35 43 +1.000e-18	35 43 +1.000e-18	35 43 +1.000e-18	35 43 +1.000e-18	35 43 +1.000e-18	35 43 +1.000e-18	35 43 +1.000e-18	35 43 +1.000e-18
30 44 +1.000e-18	30 44 +1.000e-18	30 44 +1.000e-18	30 44 +1.000e-18	30 44 +1.000e-18	30 44 +1.000e-18	30 44 +1.000e-18	30 44 +1.000e-18	30 44 +1.000e-18	30 44 +1.000e-18
31 44 +1.000e-18	31 44 +1.000e-18	31 44 +1.000e-18	31 44 +1.000e-18	31 44 +1.000e-18	31 44 +1.000e-18	31 44 +1.000e-18	31 44 +1.000e-18	31 44 +1.000e-18	31 44 +1.000e-18
32 44 +1.000e-18	32 44 +1.000e-18	32 44 +1.000e-18	32 44 +1.000e-18	32 44 +1.000e-18	32 44 +1.000e-18	32 44 +1.000e-18	32 44 +1.000e-18	32 44 +1.000e-18	32 44 +1.000e-18
